month,tasmin,year,country,iso3,season
Aug,15.4,1996,Turkey,TUR,summer
Sep,11.0,1996,Turkey,TUR,autumn
Oct,6.2,1996,Turkey,TUR,autumn
Nov,1.8,1996,Turkey,TUR,autumn
Dec,1.5,1996,Turkey,TUR,winter
Jan,-3.3,1997,Turkey,TUR,winter
Feb,-5.3,1997,Turkey,TUR,winter
Mar,-2.9,1997,Turkey,TUR,spring
Apr,2.3,1997,Turkey,TUR,spring
May,9.3,1997,Turkey,TUR,spring
Jun,12.4,1997,Turkey,TUR,summer
Jul,14.9,1997,Turkey,TUR,summer
Aug,14.0,1997,Turkey,TUR,summer
Sep,9.5,1997,Turkey,TUR,autumn
Oct,7.5,1997,Turkey,TUR,autumn
Nov,1.8,1997,Turkey,TUR,autumn
Dec,-1.2,1997,Turkey,TUR,winter
Jan,-4.3,1998,Turkey,TUR,winter
Feb,-4.4,1998,Turkey,TUR,winter
Mar,-1.3,1998,Turkey,TUR,spring
Apr,5.8,1998,Turkey,TUR,spring
May,9.2,1998,Turkey,TUR,spring
Jun,13.3,1998,Turkey,TUR,summer
Jul,15.9,1998,Turkey,TUR,summer
Aug,16.4,1998,Turkey,TUR,summer
Sep,11.7,1998,Turkey,TUR,autumn
Oct,7.2,1998,Turkey,TUR,autumn
Nov,4.2,1998,Turkey,TUR,autumn
Dec,-0.4,1998,Turkey,TUR,winter
Jan,-2.2,1999,Turkey,TUR,winter
Feb,-2.2,1999,Turkey,TUR,winter
Mar,0.3,1999,Turkey,TUR,spring
Apr,4.9,1999,Turkey,TUR,spring
May,9.0,1999,Turkey,TUR,spring
Jun,13.1,1999,Turkey,TUR,summer
Jul,16.2,1999,Turkey,TUR,summer
Aug,16.1,1999,Turkey,TUR,summer
Sep,11.2,1999,Turkey,TUR,autumn
Oct,7.7,1999,Turkey,TUR,autumn
Nov,1.5,1999,Turkey,TUR,autumn
Dec,-0.9,1999,Turkey,TUR,winter
Jan,-6.3,2000,Turkey,TUR,winter
Feb,-4.7,2000,Turkey,TUR,winter
Mar,-2.3,2000,Turkey,TUR,spring
Apr,6.3,2000,Turkey,TUR,spring
May,8.5,2000,Turkey,TUR,spring
Jun,12.5,2000,Turkey,TUR,summer
Jul,16.6,2000,Turkey,TUR,summer
Aug,15.5,2000,Turkey,TUR,summer
Sep,11.6,2000,Turkey,TUR,autumn
Oct,6.5,2000,Turkey,TUR,autumn
Nov,1.8,2000,Turkey,TUR,autumn
Dec,-1.8,2000,Turkey,TUR,winter
Jan,-3.2,2001,Turkey,TUR,winter
Feb,-2.1,2001,Turkey,TUR,winter
