month,tas,year,country,iso3,season
Apr,-4.7,1982,Russia,RUS,spring
May,2.7,1982,Russia,RUS,spring
Jun,10.3,1982,Russia,RUS,summer
Jul,14.8,1982,Russia,RUS,summer
Aug,11.8,1982,Russia,RUS,summer
Sep,5.5,1982,Russia,RUS,autumn
Oct,-7.4,1982,Russia,RUS,autumn
Nov,-18.1,1982,Russia,RUS,autumn
Dec,-21.6,1982,Russia,RUS,winter
Jan,-23.1,1983,Russia,RUS,winter
Feb,-23.2,1983,Russia,RUS,winter
Mar,-15.0,1983,Russia,RUS,spring
Apr,-7.3,1983,Russia,RUS,spring
May,2.4,1983,Russia,RUS,spring
Jun,10.8,1983,Russia,RUS,summer
Jul,14.6,1983,Russia,RUS,summer
Aug,12.4,1983,Russia,RUS,summer
Sep,6.3,1983,Russia,RUS,autumn
Oct,-4.6,1983,Russia,RUS,autumn
Nov,-14.9,1983,Russia,RUS,autumn
Dec,-21.0,1983,Russia,RUS,winter
Jan,-23.2,1984,Russia,RUS,winter
Feb,-25.0,1984,Russia,RUS,winter
Mar,-16.5,1984,Russia,RUS,spring
Apr,-9.1,1984,Russia,RUS,spring
May,4.3,1984,Russia,RUS,spring
Jun,11.3,1984,Russia,RUS,summer
Jul,15.1,1984,Russia,RUS,summer
Aug,11.4,1984,Russia,RUS,summer
Sep,5.6,1984,Russia,RUS,autumn
Oct,-5.6,1984,Russia,RUS,autumn
Nov,-19.7,1984,Russia,RUS,autumn
Dec,-25.9,1984,Russia,RUS,winter
Jan,-28.6,1985,Russia,RUS,winter
Feb,-26.9,1985,Russia,RUS,winter
Mar,-17.7,1985,Russia,RUS,spring
Apr,-6.9,1985,Russia,RUS,spring
May,1.8,1985,Russia,RUS,spring
Jun,11.1,1985,Russia,RUS,summer
Jul,13.8,1985,Russia,RUS,summer
Aug,12.0,1985,Russia,RUS,summer
Sep,5.7,1985,Russia,RUS,autumn
Oct,-4.7,1985,Russia,RUS,autumn
Nov,-15.9,1985,Russia,RUS,autumn
Dec,-24.4,1985,Russia,RUS,winter
Jan,-26.6,1986,Russia,RUS,winter
Feb,-23.6,1986,Russia,RUS,winter
Mar,-15.8,1986,Russia,RUS,spring
Apr,-6.2,1986,Russia,RUS,spring
May,2.2,1986,Russia,RUS,spring
Jun,11.3,1986,Russia,RUS,summer
Jul,14.6,1986,Russia,RUS,summer
Aug,11.7,1986,Russia,RUS,summer
Sep,4.9,1986,Russia,RUS,autumn
Oct,-4.3,1986,Russia,RUS,autumn
Nov,-15.2,1986,Russia,RUS,autumn
Dec,-25.8,1986,Russia,RUS,winter
Jan,-29.6,1987,Russia,RUS,winter
Feb,-24.6,1987,Russia,RUS,winter
Mar,-18.3,1987,Russia,RUS,spring
Apr,-8.6,1987,Russia,RUS,spring
May,2.6,1987,Russia,RUS,spring
Jun,9.9,1987,Russia,RUS,summer
Jul,14.5,1987,Russia,RUS,summer
Aug,12.0,1987,Russia,RUS,summer
Sep,4.9,1987,Russia,RUS,autumn
Oct,-5.3,1987,Russia,RUS,autumn
Nov,-21.5,1987,Russia,RUS,autumn
Dec,-25.7,1987,Russia,RUS,winter
Jan,-25.3,1988,Russia,RUS,winter
Feb,-24.8,1988,Russia,RUS,winter
Mar,-16.5,1988,Russia,RUS,spring
Apr,-7.1,1988,Russia,RUS,spring
May,3.1,1988,Russia,RUS,spring
Jun,11.5,1988,Russia,RUS,summer
Jul,15.6,1988,Russia,RUS,summer
Aug,12.1,1988,Russia,RUS,summer
Sep,6.5,1988,Russia,RUS,autumn
Oct,-3.8,1988,Russia,RUS,autumn
Nov,-16.7,1988,Russia,RUS,autumn
Dec,-21.0,1988,Russia,RUS,winter
Jan,-26.1,1989,Russia,RUS,winter
Feb,-19.5,1989,Russia,RUS,winter
Mar,-12.7,1989,Russia,RUS,spring
Apr,-7.2,1989,Russia,RUS,spring
May,3.8,1989,Russia,RUS,spring
Jun,11.4,1989,Russia,RUS,summer
Jul,14.7,1989,Russia,RUS,summer
Aug,11.8,1989,Russia,RUS,summer
Sep,5.4,1989,Russia,RUS,autumn
Oct,-4.8,1989,Russia,RUS,autumn
Nov,-17.7,1989,Russia,RUS,autumn
Dec,-22.5,1989,Russia,RUS,winter
Jan,-28.2,1990,Russia,RUS,winter
Feb,-22.8,1990,Russia,RUS,winter
Mar,-11.4,1990,Russia,RUS,spring
Apr,-4.2,1990,Russia,RUS,spring
May,4.5,1990,Russia,RUS,spring
Jun,11.9,1990,Russia,RUS,summer
Jul,15.2,1990,Russia,RUS,summer
Aug,12.4,1990,Russia,RUS,summer
Sep,4.9,1990,Russia,RUS,autumn
Oct,-4.3,1990,Russia,RUS,autumn
Nov,-18.0,1990,Russia,RUS,autumn
Dec,-23.0,1990,Russia,RUS,winter
Jan,-24.6,1991,Russia,RUS,winter
Feb,-24.8,1991,Russia,RUS,winter
Mar,-18.4,1991,Russia,RUS,spring
Apr,-5.0,1991,Russia,RUS,spring
May,3.9,1991,Russia,RUS,spring
Jun,11.7,1991,Russia,RUS,summer
Jul,15.9,1991,Russia,RUS,summer
Aug,12.6,1991,Russia,RUS,summer
Sep,6.4,1991,Russia,RUS,autumn
Oct,-3.7,1991,Russia,RUS,autumn
Nov,-15.2,1991,Russia,RUS,autumn
Dec,-24.7,1991,Russia,RUS,winter
Jan,-24.2,1992,Russia,RUS,winter
Feb,-22.1,1992,Russia,RUS,winter
Mar,-15.9,1992,Russia,RUS,spring
Apr,-8.1,1992,Russia,RUS,spring
May,3.9,1992,Russia,RUS,spring
Jun,10.0,1992,Russia,RUS,summer
Jul,14.1,1992,Russia,RUS,summer
Aug,11.6,1992,Russia,RUS,summer
Sep,4.5,1992,Russia,RUS,autumn
Oct,-6.2,1992,Russia,RUS,autumn
Nov,-19.8,1992,Russia,RUS,autumn
Dec,-22.4,1992,Russia,RUS,winter
Jan,-23.5,1993,Russia,RUS,winter
Feb,-21.0,1993,Russia,RUS,winter
Mar,-14.7,1993,Russia,RUS,spring
Apr,-7.0,1993,Russia,RUS,spring
May,3.0,1993,Russia,RUS,spring
Jun,11.2,1993,Russia,RUS,summer
Jul,15.2,1993,Russia,RUS,summer
Aug,11.7,1993,Russia,RUS,summer
Sep,4.6,1993,Russia,RUS,autumn
Oct,-5.3,1993,Russia,RUS,autumn
Nov,-18.7,1993,Russia,RUS,autumn
Dec,-24.8,1993,Russia,RUS,winter
Jan,-26.9,1994,Russia,RUS,winter
Feb,-25.7,1994,Russia,RUS,winter
Mar,-16.1,1994,Russia,RUS,spring
Apr,-6.1,1994,Russia,RUS,spring
May,2.6,1994,Russia,RUS,spring
Jun,11.6,1994,Russia,RUS,summer
Jul,14.7,1994,Russia,RUS,summer
Aug,11.7,1994,Russia,RUS,summer
Sep,6.1,1994,Russia,RUS,autumn
Oct,-2.9,1994,Russia,RUS,autumn
Nov,-17.8,1994,Russia,RUS,autumn
Dec,-25.0,1994,Russia,RUS,winter
Jan,-23.3,1995,Russia,RUS,winter
Feb,-18.2,1995,Russia,RUS,winter
Mar,-14.8,1995,Russia,RUS,spring
Apr,-4.5,1995,Russia,RUS,spring
May,3.5,1995,Russia,RUS,spring
Jun,11.4,1995,Russia,RUS,summer
Jul,14.8,1995,Russia,RUS,summer
Aug,13.1,1995,Russia,RUS,summer
Sep,6.2,1995,Russia,RUS,autumn
Oct,-3.2,1995,Russia,RUS,autumn
Nov,-15.1,1995,Russia,RUS,autumn
Dec,-22.8,1995,Russia,RUS,winter
Jan,-25.9,1996,Russia,RUS,winter
Feb,-23.0,1996,Russia,RUS,winter
Mar,-15.6,1996,Russia,RUS,spring
Apr,-7.1,1996,Russia,RUS,spring
May,3.5,1996,Russia,RUS,spring
Jun,10.6,1996,Russia,RUS,summer
Jul,15.4,1996,Russia,RUS,summer
Aug,11.3,1996,Russia,RUS,summer
Sep,4.0,1996,Russia,RUS,autumn
Oct,-4.8,1996,Russia,RUS,autumn
Nov,-15.1,1996,Russia,RUS,autumn
Dec,-24.5,1996,Russia,RUS,winter
Jan,-26.5,1997,Russia,RUS,winter
Feb,-23.0,1997,Russia,RUS,winter
Mar,-14.3,1997,Russia,RUS,spring
Apr,-3.0,1997,Russia,RUS,spring
May,3.9,1997,Russia,RUS,spring
Jun,11.3,1997,Russia,RUS,summer
Jul,14.3,1997,Russia,RUS,summer
Aug,12.4,1997,Russia,RUS,summer
Sep,5.9,1997,Russia,RUS,autumn
Oct,-2.8,1997,Russia,RUS,autumn
Nov,-18.1,1997,Russia,RUS,autumn
Dec,-26.1,1997,Russia,RUS,winter
Jan,-26.7,1998,Russia,RUS,winter
Feb,-24.5,1998,Russia,RUS,winter
Mar,-15.8,1998,Russia,RUS,spring
Apr,-7.8,1998,Russia,RUS,spring
May,2.1,1998,Russia,RUS,spring
Jun,11.8,1998,Russia,RUS,summer
Jul,16.1,1998,Russia,RUS,summer
Aug,13.1,1998,Russia,RUS,summer
Sep,4.5,1998,Russia,RUS,autumn
Oct,-6.3,1998,Russia,RUS,autumn
Nov,-21.1,1998,Russia,RUS,autumn
Dec,-23.6,1998,Russia,RUS,winter
Jan,-26.6,1999,Russia,RUS,winter
Feb,-22.3,1999,Russia,RUS,winter
Mar,-20.5,1999,Russia,RUS,spring
Apr,-6.8,1999,Russia,RUS,spring
May,3.2,1999,Russia,RUS,spring
Jun,11.1,1999,Russia,RUS,summer
Jul,15.7,1999,Russia,RUS,summer
Aug,11.7,1999,Russia,RUS,summer
Sep,5.4,1999,Russia,RUS,autumn
Oct,-4.3,1999,Russia,RUS,autumn
