month,tasmax,year,country,iso3,season
Mar,9.8,1984,Turkey,TUR,spring
Apr,13.7,1984,Turkey,TUR,spring
May,21.2,1984,Turkey,TUR,spring
Jun,25.7,1984,Turkey,TUR,summer
Jul,28.4,1984,Turkey,TUR,summer
Aug,26.6,1984,Turkey,TUR,summer
Sep,27.2,1984,Turkey,TUR,autumn
Oct,20.6,1984,Turkey,TUR,autumn
Nov,10.9,1984,Turkey,TUR,autumn
Dec,2.9,1984,Turkey,TUR,winter
Jan,4.8,1985,Turkey,TUR,winter
Feb,1.1,1985,Turkey,TUR,winter
Mar,6.9,1985,Turkey,TUR,spring
Apr,16.8,1985,Turkey,TUR,spring
May,22.5,1985,Turkey,TUR,spring
Jun,26.1,1985,Turkey,TUR,summer
Jul,28.0,1985,Turkey,TUR,summer
Aug,30.8,1985,Turkey,TUR,summer
Sep,25.6,1985,Turkey,TUR,autumn
Oct,16.5,1985,Turkey,TUR,autumn
Nov,13.4,1985,Turkey,TUR,autumn
Dec,5.5,1985,Turkey,TUR,winter
Jan,5.4,1986,Turkey,TUR,winter
Feb,6.5,1986,Turkey,TUR,winter
Mar,11.0,1986,Turkey,TUR,spring
Apr,18.4,1986,Turkey,TUR,spring
May,18.1,1986,Turkey,TUR,spring
Jun,24.9,1986,Turkey,TUR,summer
Jul,30.0,1986,Turkey,TUR,summer
Aug,31.2,1986,Turkey,TUR,summer
Sep,26.8,1986,Turkey,TUR,autumn
Oct,18.8,1986,Turkey,TUR,autumn
Nov,9.2,1986,Turkey,TUR,autumn
Dec,5.5,1986,Turkey,TUR,winter
Jan,5.0,1987,Turkey,TUR,winter
Feb,7.5,1987,Turkey,TUR,winter
Mar,5.7,1987,Turkey,TUR,spring
Apr,13.7,1987,Turkey,TUR,spring
May,21.0,1987,Turkey,TUR,spring
Jun,25.5,1987,Turkey,TUR,summer
Jul,29.8,1987,Turkey,TUR,summer
Aug,28.6,1987,Turkey,TUR,summer
Sep,26.4,1987,Turkey,TUR,autumn
Oct,17.1,1987,Turkey,TUR,autumn
Nov,10.9,1987,Turkey,TUR,autumn
Dec,5.1,1987,Turkey,TUR,winter
Jan,3.8,1988,Turkey,TUR,winter
Feb,5.4,1988,Turkey,TUR,winter
Mar,8.5,1988,Turkey,TUR,spring
Apr,15.0,1988,Turkey,TUR,spring
May,20.8,1988,Turkey,TUR,spring
Jun,24.7,1988,Turkey,TUR,summer
Jul,29.3,1988,Turkey,TUR,summer
Aug,29.2,1988,Turkey,TUR,summer
Sep,25.4,1988,Turkey,TUR,autumn
Oct,17.2,1988,Turkey,TUR,autumn
Nov,7.6,1988,Turkey,TUR,autumn
Dec,5.8,1988,Turkey,TUR,winter
Jan,1.9,1989,Turkey,TUR,winter
Feb,5.4,1989,Turkey,TUR,winter
Mar,12.2,1989,Turkey,TUR,spring
Apr,20.5,1989,Turkey,TUR,spring
May,22.0,1989,Turkey,TUR,spring
Jun,25.7,1989,Turkey,TUR,summer
Jul,29.7,1989,Turkey,TUR,summer
Aug,30.3,1989,Turkey,TUR,summer
Sep,25.3,1989,Turkey,TUR,autumn
Oct,17.2,1989,Turkey,TUR,autumn
Nov,11.0,1989,Turkey,TUR,autumn
Dec,4.7,1989,Turkey,TUR,winter
Jan,1.9,1990,Turkey,TUR,winter
Feb,5.5,1990,Turkey,TUR,winter
Mar,11.7,1990,Turkey,TUR,spring
Apr,15.4,1990,Turkey,TUR,spring
May,20.5,1990,Turkey,TUR,spring
Jun,25.5,1990,Turkey,TUR,summer
Jul,29.8,1990,Turkey,TUR,summer
Aug,29.0,1990,Turkey,TUR,summer
Sep,25.4,1990,Turkey,TUR,autumn
Oct,19.7,1990,Turkey,TUR,autumn
Nov,13.8,1990,Turkey,TUR,autumn
Dec,7.2,1990,Turkey,TUR,winter
Jan,3.4,1991,Turkey,TUR,winter
Feb,3.7,1991,Turkey,TUR,winter
Mar,10.2,1991,Turkey,TUR,spring
Apr,15.6,1991,Turkey,TUR,spring
May,18.9,1991,Turkey,TUR,spring
Jun,25.6,1991,Turkey,TUR,summer
Jul,29.1,1991,Turkey,TUR,summer
Aug,29.2,1991,Turkey,TUR,summer
Sep,25.4,1991,Turkey,TUR,autumn
Oct,19.6,1991,Turkey,TUR,autumn
Nov,11.9,1991,Turkey,TUR,autumn
Dec,2.9,1991,Turkey,TUR,winter
Jan,0.7,1992,Turkey,TUR,winter
Feb,0.9,1992,Turkey,TUR,winter
Mar,7.1,1992,Turkey,TUR,spring
Apr,15.5,1992,Turkey,TUR,spring
May,19.4,1992,Turkey,TUR,spring
Jun,23.9,1992,Turkey,TUR,summer
Jul,26.9,1992,Turkey,TUR,summer
Aug,29.5,1992,Turkey,TUR,summer
Sep,24.2,1992,Turkey,TUR,autumn
Oct,21.3,1992,Turkey,TUR,autumn
Nov,10.7,1992,Turkey,TUR,autumn
Dec,2.5,1992,Turkey,TUR,winter
Jan,1.9,1993,Turkey,TUR,winter
Feb,2.7,1993,Turkey,TUR,winter
Mar,9.1,1993,Turkey,TUR,spring
Apr,15.0,1993,Turkey,TUR,spring
May,18.7,1993,Turkey,TUR,spring
Jun,25.1,1993,Turkey,TUR,summer
Jul,29.0,1993,Turkey,TUR,summer
Aug,29.5,1993,Turkey,TUR,summer
Sep,26.0,1993,Turkey,TUR,autumn
Oct,21.2,1993,Turkey,TUR,autumn
Nov,8.5,1993,Turkey,TUR,autumn
Dec,7.0,1993,Turkey,TUR,winter
Jan,6.1,1994,Turkey,TUR,winter
Feb,5.1,1994,Turkey,TUR,winter
Mar,10.5,1994,Turkey,TUR,spring
Apr,18.1,1994,Turkey,TUR,spring
May,21.8,1994,Turkey,TUR,spring
Jun,25.5,1994,Turkey,TUR,summer
Jul,29.3,1994,Turkey,TUR,summer
Aug,29.6,1994,Turkey,TUR,summer
Sep,28.7,1994,Turkey,TUR,autumn
Oct,21.0,1994,Turkey,TUR,autumn
Nov,10.2,1994,Turkey,TUR,autumn
Dec,3.0,1994,Turkey,TUR,winter
Jan,4.5,1995,Turkey,TUR,winter
Feb,7.9,1995,Turkey,TUR,winter
Mar,10.7,1995,Turkey,TUR,spring
Apr,14.5,1995,Turkey,TUR,spring
May,21.9,1995,Turkey,TUR,spring
Jun,26.7,1995,Turkey,TUR,summer
Jul,28.1,1995,Turkey,TUR,summer
Aug,29.5,1995,Turkey,TUR,summer
Sep,25.3,1995,Turkey,TUR,autumn
Oct,17.9,1995,Turkey,TUR,autumn
Nov,9.2,1995,Turkey,TUR,autumn
Dec,5.3,1995,Turkey,TUR,winter
Jan,3.2,1996,Turkey,TUR,winter
Feb,6.4,1996,Turkey,TUR,winter
Mar,7.5,1996,Turkey,TUR,spring
Apr,13.5,1996,Turkey,TUR,spring
May,22.5,1996,Turkey,TUR,spring
Jun,25.7,1996,Turkey,TUR,summer
Jul,30.2,1996,Turkey,TUR,summer
Aug,29.3,1996,Turkey,TUR,summer
Sep,24.1,1996,Turkey,TUR,autumn
Oct,17.4,1996,Turkey,TUR,autumn
Nov,13.6,1996,Turkey,TUR,autumn
Dec,8.4,1996,Turkey,TUR,winter
Jan,5.6,1997,Turkey,TUR,winter
Feb,4.5,1997,Turkey,TUR,winter
Mar,7.3,1997,Turkey,TUR,spring
Apr,12.6,1997,Turkey,TUR,spring
May,22.3,1997,Turkey,TUR,spring
Jun,25.6,1997,Turkey,TUR,summer
Jul,28.9,1997,Turkey,TUR,summer
Aug,27.7,1997,Turkey,TUR,summer
Sep,23.3,1997,Turkey,TUR,autumn
Oct,18.2,1997,Turkey,TUR,autumn
Nov,12.3,1997,Turkey,TUR,autumn
Dec,6.2,1997,Turkey,TUR,winter
Jan,3.9,1998,Turkey,TUR,winter
Feb,5.9,1998,Turkey,TUR,winter
Mar,8.3,1998,Turkey,TUR,spring
Apr,17.4,1998,Turkey,TUR,spring
May,20.4,1998,Turkey,TUR,spring
Jun,26.5,1998,Turkey,TUR,summer
Jul,30.5,1998,Turkey,TUR,summer
Aug,31.5,1998,Turkey,TUR,summer
Sep,25.9,1998,Turkey,TUR,autumn
Oct,21.0,1998,Turkey,TUR,autumn
Nov,14.0,1998,Turkey,TUR,autumn
Dec,6.8,1998,Turkey,TUR,winter
Jan,6.2,1999,Turkey,TUR,winter
Feb,7.2,1999,Turkey,TUR,winter
Mar,10.7,1999,Turkey,TUR,spring
Apr,16.6,1999,Turkey,TUR,spring
May,22.6,1999,Turkey,TUR,spring
Jun,26.0,1999,Turkey,TUR,summer
Jul,30.0,1999,Turkey,TUR,summer
Aug,30.5,1999,Turkey,TUR,summer
Sep,25.9,1999,Turkey,TUR,autumn
Oct,20.0,1999,Turkey,TUR,autumn
Nov,12.2,1999,Turkey,TUR,autumn
Dec,8.6,1999,Turkey,TUR,winter
Jan,1.9,2000,Turkey,TUR,winter
Feb,4.6,2000,Turkey,TUR,winter
Mar,9.1,2000,Turkey,TUR,spring
Apr,17.4,2000,Turkey,TUR,spring
May,21.1,2000,Turkey,TUR,spring
Jun,26.4,2000,Turkey,TUR,summer
Jul,32.1,2000,Turkey,TUR,summer
Aug,29.8,2000,Turkey,TUR,summer
Sep,26.0,2000,Turkey,TUR,autumn
Oct,18.3,2000,Turkey,TUR,autumn
Nov,14.0,2000,Turkey,TUR,autumn
Dec,6.8,2000,Turkey,TUR,winter
Jan,5.7,2001,Turkey,TUR,winter
Feb,7.7,2001,Turkey,TUR,winter
Mar,15.2,2001,Turkey,TUR,spring
Apr,17.0,2001,Turkey,TUR,spring
May,20.1,2001,Turkey,TUR,spring
Jun,27.2,2001,Turkey,TUR,summer
Jul,31.3,2001,Turkey,TUR,summer
Aug,30.9,2001,Turkey,TUR,summer
Sep,27.3,2001,Turkey,TUR,autumn
Oct,20.1,2001,Turkey,TUR,autumn
Nov,11.1,2001,Turkey,TUR,autumn
Dec,5.4,2001,Turkey,TUR,winter
Jan,1.8,2002,Turkey,TUR,winter
Feb,8.9,2002,Turkey,TUR,winter
Mar,12.2,2002,Turkey,TUR,spring
Apr,14.1,2002,Turkey,TUR,spring
May,21.1,2002,Turkey,TUR,spring
Jun,26.1,2002,Turkey,TUR,summer
Jul,30.3,2002,Turkey,TUR,summer
Aug,28.8,2002,Turkey,TUR,summer
Sep,25.5,2002,Turkey,TUR,autumn
Oct,20.3,2002,Turkey,TUR,autumn
Nov,13.6,2002,Turkey,TUR,autumn
Dec,2.6,2002,Turkey,TUR,winter
Jan,6.3,2003,Turkey,TUR,winter
Feb,2.8,2003,Turkey,TUR,winter
Mar,6.9,2003,Turkey,TUR,spring
Apr,14.3,2003,Turkey,TUR,spring
May,23.3,2003,Turkey,TUR,spring
Jun,26.9,2003,Turkey,TUR,summer
Jul,29.8,2003,Turkey,TUR,summer
Aug,30.8,2003,Turkey,TUR,summer
Sep,24.9,2003,Turkey,TUR,autumn
Oct,20.7,2003,Turkey,TUR,autumn
Nov,11.8,2003,Turkey,TUR,autumn
Dec,5.5,2003,Turkey,TUR,winter
Jan,3.8,2004,Turkey,TUR,winter
Feb,5.8,2004,Turkey,TUR,winter
Mar,11.9,2004,Turkey,TUR,spring
Apr,16.0,2004,Turkey,TUR,spring
May,20.3,2004,Turkey,TUR,spring
Jun,25.8,2004,Turkey,TUR,summer
Jul,29.6,2004,Turkey,TUR,summer
Aug,29.5,2004,Turkey,TUR,summer
Sep,26.6,2004,Turkey,TUR,autumn
Oct,21.1,2004,Turkey,TUR,autumn
Nov,11.8,2004,Turkey,TUR,autumn
Dec,5.0,2004,Turkey,TUR,winter
Jan,5.0,2005,Turkey,TUR,winter
Feb,5.1,2005,Turkey,TUR,winter
Mar,10.1,2005,Turkey,TUR,spring
Apr,16.5,2005,Turkey,TUR,spring
May,21.4,2005,Turkey,TUR,spring
Jun,25.3,2005,Turkey,TUR,summer
Jul,30.6,2005,Turkey,TUR,summer
Aug,30.7,2005,Turkey,TUR,summer
Sep,25.5,2005,Turkey,TUR,autumn
Oct,17.8,2005,Turkey,TUR,autumn
Nov,10.8,2005,Turkey,TUR,autumn
Dec,7.7,2005,Turkey,TUR,winter
Jan,2.2,2006,Turkey,TUR,winter
Feb,5.5,2006,Turkey,TUR,winter
Mar,11.4,2006,Turkey,TUR,spring
Apr,16.8,2006,Turkey,TUR,spring
May,21.5,2006,Turkey,TUR,spring
Jun,27.4,2006,Turkey,TUR,summer
Jul,29.0,2006,Turkey,TUR,summer
Aug,32.3,2006,Turkey,TUR,summer
Sep,25.6,2006,Turkey,TUR,autumn
Oct,19.0,2006,Turkey,TUR,autumn
Nov,11.0,2006,Turkey,TUR,autumn
Dec,5.2,2006,Turkey,TUR,winter
Jan,4.3,2007,Turkey,TUR,winter
Feb,6.3,2007,Turkey,TUR,winter
Mar,10.8,2007,Turkey,TUR,spring
Apr,13.9,2007,Turkey,TUR,spring
May,23.4,2007,Turkey,TUR,spring
Jun,27.7,2007,Turkey,TUR,summer
Jul,31.2,2007,Turkey,TUR,summer
Aug,31.0,2007,Turkey,TUR,summer
Sep,27.3,2007,Turkey,TUR,autumn
Oct,21.0,2007,Turkey,TUR,autumn
Nov,11.2,2007,Turkey,TUR,autumn
Dec,5.0,2007,Turkey,TUR,winter
Jan,1.3,2008,Turkey,TUR,winter
Feb,4.4,2008,Turkey,TUR,winter
Mar,14.1,2008,Turkey,TUR,spring
Apr,18.7,2008,Turkey,TUR,spring
May,20.9,2008,Turkey,TUR,spring
Jun,27.0,2008,Turkey,TUR,summer
Jul,30.7,2008,Turkey,TUR,summer
Aug,31.6,2008,Turkey,TUR,summer
Sep,26.0,2008,Turkey,TUR,autumn
Oct,19.5,2008,Turkey,TUR,autumn
Nov,13.5,2008,Turkey,TUR,autumn
Dec,5.5,2008,Turkey,TUR,winter
Jan,4.6,2009,Turkey,TUR,winter
Feb,6.8,2009,Turkey,TUR,winter
Mar,9.6,2009,Turkey,TUR,spring
Apr,15.4,2009,Turkey,TUR,spring
May,21.4,2009,Turkey,TUR,spring
Jun,27.2,2009,Turkey,TUR,summer
Jul,29.4,2009,Turkey,TUR,summer
Aug,29.3,2009,Turkey,TUR,summer
Sep,24.4,2009,Turkey,TUR,autumn
Oct,21.8,2009,Turkey,TUR,autumn
Nov,12.4,2009,Turkey,TUR,autumn
Dec,8.7,2009,Turkey,TUR,winter
Jan,6.2,2010,Turkey,TUR,winter
Feb,8.6,2010,Turkey,TUR,winter
Mar,12.7,2010,Turkey,TUR,spring
Apr,16.6,2010,Turkey,TUR,spring
