month,tasmax,year,country,iso3,season
Oct,13.96,1982,China,CHN,autumn
Nov,7.34,1982,China,CHN,autumn
Dec,0.5,1982,China,CHN,winter
Jan,-2.88,1983,China,CHN,winter
Feb,-0.48,1983,China,CHN,winter
Mar,7.18,1983,China,CHN,spring
Apr,14.06,1983,China,CHN,spring
May,19.57,1983,China,CHN,spring
Jun,23.21,1983,China,CHN,summer
Jul,24.5,1983,China,CHN,summer
Aug,24.4,1983,China,CHN,summer
Sep,19.45,1983,China,CHN,autumn
Oct,13.89,1983,China,CHN,autumn
Nov,6.83,1983,China,CHN,autumn
Dec,-1.41,1983,China,CHN,winter
Jan,-2.11,1984,China,CHN,winter
Feb,1.26,1984,China,CHN,winter
Mar,5.63,1984,China,CHN,spring
Apr,15.18,1984,China,CHN,spring
May,19.75,1984,China,CHN,spring
Jun,22.72,1984,China,CHN,summer
Jul,24.9,1984,China,CHN,summer
Aug,24.66,1984,China,CHN,summer
Sep,19.08,1984,China,CHN,autumn
Oct,14.08,1984,China,CHN,autumn
Nov,5.53,1984,China,CHN,autumn
Dec,-0.39,1984,China,CHN,winter
Jan,-0.73,1985,China,CHN,winter
Feb,1.19,1985,China,CHN,winter
Mar,7.41,1985,China,CHN,spring
Apr,13.57,1985,China,CHN,spring
May,20.14,1985,China,CHN,spring
Jun,23.37,1985,China,CHN,summer
Jul,24.99,1985,China,CHN,summer
Aug,24.38,1985,China,CHN,summer
Sep,20.3,1985,China,CHN,autumn
Oct,12.97,1985,China,CHN,autumn
Nov,5.3,1985,China,CHN,autumn
Dec,0.67,1985,China,CHN,winter
Jan,-0.22,1986,China,CHN,winter
Feb,3.33,1986,China,CHN,winter
Mar,7.28,1986,China,CHN,spring
Apr,14.55,1986,China,CHN,spring
May,19.11,1986,China,CHN,spring
Jun,22.78,1986,China,CHN,summer
Jul,24.9,1986,China,CHN,summer
Aug,24.23,1986,China,CHN,summer
Sep,20.25,1986,China,CHN,autumn
Oct,13.65,1986,China,CHN,autumn
Nov,6.1,1986,China,CHN,autumn
Dec,1.57,1986,China,CHN,winter
Jan,-0.28,1987,China,CHN,winter
Feb,0.6,1987,China,CHN,winter
Mar,5.64,1987,China,CHN,spring
Apr,14.63,1987,China,CHN,spring
May,19.11,1987,China,CHN,spring
Jun,23.93,1987,China,CHN,summer
Jul,25.49,1987,China,CHN,summer
Aug,23.91,1987,China,CHN,summer
Sep,20.19,1987,China,CHN,autumn
Oct,14.2,1987,China,CHN,autumn
Nov,7.41,1987,China,CHN,autumn
Dec,2.14,1987,China,CHN,winter
Jan,-1.33,1988,China,CHN,winter
Feb,1.55,1988,China,CHN,winter
Mar,7.68,1988,China,CHN,spring
Apr,14.18,1988,China,CHN,spring
May,19.67,1988,China,CHN,spring
Jun,22.49,1988,China,CHN,summer
Jul,24.68,1988,China,CHN,summer
Aug,24.23,1988,China,CHN,summer
Sep,20.25,1988,China,CHN,autumn
Oct,14.59,1988,China,CHN,autumn
Nov,5.74,1988,China,CHN,autumn
Dec,1.4,1988,China,CHN,winter
Jan,-1.28,1989,China,CHN,winter
Feb,1.64,1989,China,CHN,winter
Mar,8.21,1989,China,CHN,spring
Apr,13.24,1989,China,CHN,spring
May,19.46,1989,China,CHN,spring
Jun,23.45,1989,China,CHN,summer
Jul,24.98,1989,China,CHN,summer
Aug,24.69,1989,China,CHN,summer
Sep,20.54,1989,China,CHN,autumn
Oct,14.78,1989,China,CHN,autumn
Nov,8.15,1989,China,CHN,autumn
Dec,1.69,1989,China,CHN,winter
Jan,-1.62,1990,China,CHN,winter
Feb,2.12,1990,China,CHN,winter
Mar,7.14,1990,China,CHN,spring
Apr,13.86,1990,China,CHN,spring
May,19.51,1990,China,CHN,spring
Jun,23.28,1990,China,CHN,summer
Jul,25.26,1990,China,CHN,summer
Aug,24.44,1990,China,CHN,summer
Sep,20.44,1990,China,CHN,autumn
Oct,13.95,1990,China,CHN,autumn
Nov,6.21,1990,China,CHN,autumn
Dec,0.04,1990,China,CHN,winter
Jan,-0.95,1991,China,CHN,winter
Feb,1.52,1991,China,CHN,winter
Mar,6.59,1991,China,CHN,spring
Apr,15.43,1991,China,CHN,spring
May,19.16,1991,China,CHN,spring
Jun,22.53,1991,China,CHN,summer
Jul,24.71,1991,China,CHN,summer
Aug,23.92,1991,China,CHN,summer
Sep,19.62,1991,China,CHN,autumn
Oct,13.14,1991,China,CHN,autumn
Nov,5.95,1991,China,CHN,autumn
Dec,0.99,1991,China,CHN,winter
Jan,-2.5,1992,China,CHN,winter
Feb,3.56,1992,China,CHN,winter
Mar,7.94,1992,China,CHN,spring
Apr,14.37,1992,China,CHN,spring
May,18.85,1992,China,CHN,spring
Jun,22.79,1992,China,CHN,summer
Jul,24.07,1992,China,CHN,summer
Aug,23.01,1992,China,CHN,summer
Sep,20.27,1992,China,CHN,autumn
Oct,13.57,1992,China,CHN,autumn
Nov,5.78,1992,China,CHN,autumn
Dec,0.55,1992,China,CHN,winter
Jan,-0.55,1993,China,CHN,winter
Feb,1.76,1993,China,CHN,winter
Mar,6.65,1993,China,CHN,spring
Apr,15.12,1993,China,CHN,spring
May,20.57,1993,China,CHN,spring
Jun,23.47,1993,China,CHN,summer
Jul,25.91,1993,China,CHN,summer
Aug,25.12,1993,China,CHN,summer
Sep,20.02,1993,China,CHN,autumn
Oct,13.4,1993,China,CHN,autumn
Nov,8.06,1993,China,CHN,autumn
Dec,0.48,1993,China,CHN,winter
Jan,-1.71,1994,China,CHN,winter
Feb,2.09,1994,China,CHN,winter
Mar,7.81,1994,China,CHN,spring
Apr,13.58,1994,China,CHN,spring
May,20.09,1994,China,CHN,spring
Jun,23.87,1994,China,CHN,summer
Jul,24.99,1994,China,CHN,summer
Aug,24.04,1994,China,CHN,summer
Sep,20.32,1994,China,CHN,autumn
Oct,14.16,1994,China,CHN,autumn
Nov,7.25,1994,China,CHN,autumn
Dec,0.39,1994,China,CHN,winter
Jan,-1.8,1995,China,CHN,winter
Feb,1.65,1995,China,CHN,winter
Mar,7.06,1995,China,CHN,spring
Apr,13.38,1995,China,CHN,spring
May,19.58,1995,China,CHN,spring
Jun,22.9,1995,China,CHN,summer
Jul,24.56,1995,China,CHN,summer
Aug,24.07,1995,China,CHN,summer
Sep,20.33,1995,China,CHN,autumn
Oct,13.91,1995,China,CHN,autumn
Nov,5.37,1995,China,CHN,autumn
Dec,1.62,1995,China,CHN,winter
Jan,-0.61,1996,China,CHN,winter
Feb,1.71,1996,China,CHN,winter
Mar,8.98,1996,China,CHN,spring
Apr,14.98,1996,China,CHN,spring
May,20.19,1996,China,CHN,spring
Jun,23.47,1996,China,CHN,summer
Jul,25.62,1996,China,CHN,summer
Aug,24.96,1996,China,CHN,summer
Sep,19.57,1996,China,CHN,autumn
Oct,13.64,1996,China,CHN,autumn
Nov,5.95,1996,China,CHN,autumn
Dec,0.27,1996,China,CHN,winter
Jan,-2.12,1997,China,CHN,winter
Feb,3.89,1997,China,CHN,winter
Mar,7.58,1997,China,CHN,spring
Apr,16.83,1997,China,CHN,spring
May,20.09,1997,China,CHN,spring
Jun,23.54,1997,China,CHN,summer
Jul,25.08,1997,China,CHN,summer
Aug,24.09,1997,China,CHN,summer
Sep,21.59,1997,China,CHN,autumn
Oct,15.29,1997,China,CHN,autumn
Nov,7.81,1997,China,CHN,autumn
Dec,1.96,1997,China,CHN,winter
Jan,0.01,1998,China,CHN,winter
Feb,4.96,1998,China,CHN,winter
Mar,7.27,1998,China,CHN,spring
Apr,15.74,1998,China,CHN,spring
May,19.68,1998,China,CHN,spring
Jun,23.54,1998,China,CHN,summer
Jul,25.3,1998,China,CHN,summer
Aug,24.32,1998,China,CHN,summer
Sep,21.03,1998,China,CHN,autumn
Oct,13.85,1998,China,CHN,autumn
Nov,6.82,1998,China,CHN,autumn
