tasmax, Year, Statistics, Country, ISO3
7.1, 2007, Feb Average, Germany, DEU
11.2, 2007, Mar Average, Germany, DEU
17.6, 2007, Apr Average, Germany, DEU
19.8, 2007, May Average, Germany, DEU
22.6, 2007, Jun Average, Germany, DEU
22.4, 2007, Jul Average, Germany, DEU
22.3, 2007, Aug Average, Germany, DEU
17.6, 2007, Sep Average, Germany, DEU
12.8, 2007, Oct Average, Germany, DEU
6.5, 2007, Nov Average, Germany, DEU
3.8, 2007, Dec Average, Germany, DEU
6.4, 2008, Jan Average, Germany, DEU
7.9, 2008, Feb Average, Germany, DEU
8.4, 2008, Mar Average, Germany, DEU
12.7, 2008, Apr Average, Germany, DEU
20.5, 2008, May Average, Germany, DEU
22.7, 2008, Jun Average, Germany, DEU
23.7, 2008, Jul Average, Germany, DEU
22.8, 2008, Aug Average, Germany, DEU
17.5, 2008, Sep Average, Germany, DEU
13.4, 2008, Oct Average, Germany, DEU
8.2, 2008, Nov Average, Germany, DEU
3.3, 2008, Dec Average, Germany, DEU
1.1, 2009, Jan Average, Germany, DEU
3.5, 2009, Feb Average, Germany, DEU
8.2, 2009, Mar Average, Germany, DEU
17.8, 2009, Apr Average, Germany, DEU
19.4, 2009, May Average, Germany, DEU
20.0, 2009, Jun Average, Germany, DEU
23.6, 2009, Jul Average, Germany, DEU
25.1, 2009, Aug Average, Germany, DEU
20.2, 2009, Sep Average, Germany, DEU
12.1, 2009, Oct Average, Germany, DEU
10.4, 2009, Nov Average, Germany, DEU
2.9, 2009, Dec Average, Germany, DEU
-1.4, 2010, Jan Average, Germany, DEU
2.6, 2010, Feb Average, Germany, DEU
8.9, 2010, Mar Average, Germany, DEU
14.8, 2010, Apr Average, Germany, DEU
14.8, 2010, May Average, Germany, DEU
22.0, 2010, Jun Average, Germany, DEU
26.5, 2010, Jul Average, Germany, DEU
21.7, 2010, Aug Average, Germany, DEU
17.6, 2010, Sep Average, Germany, DEU
12.6, 2010, Oct Average, Germany, DEU
7.4, 2010, Nov Average, Germany, DEU
-0.8, 2010, Dec Average, Germany, DEU
3.4, 2011, Jan Average, Germany, DEU
4.3, 2011, Feb Average, Germany, DEU
10.1, 2011, Mar Average, Germany, DEU
17.9, 2011, Apr Average, Germany, DEU
20.3, 2011, May Average, Germany, DEU
22.1, 2011, Jun Average, Germany, DEU
21.0, 2011, Jul Average, Germany, DEU
23.3, 2011, Aug Average, Germany, DEU
21.1, 2011, Sep Average, Germany, DEU
14.4, 2011, Oct Average, Germany, DEU
8.4, 2011, Nov Average, Germany, DEU
6.2, 2011, Dec Average, Germany, DEU
4.3, 2012, Jan Average, Germany, DEU
1.1, 2012, Feb Average, Germany, DEU
12.3, 2012, Mar Average, Germany, DEU
13.5, 2012, Apr Average, Germany, DEU
20.1, 2012, May Average, Germany, DEU
20.9, 2012, Jun Average, Germany, DEU
22.7, 2012, Jul Average, Germany, DEU
24.7, 2012, Aug Average, Germany, DEU
19.6, 2012, Sep Average, Germany, DEU
13.3, 2012, Oct Average, Germany, DEU
8.3, 2012, Nov Average, Germany, DEU
3.9, 2012, Dec Average, Germany, DEU
2.3, 2013, Jan Average, Germany, DEU
1.7, 2013, Feb Average, Germany, DEU
4.4, 2013, Mar Average, Germany, DEU
13.3, 2013, Apr Average, Germany, DEU
16.5, 2013, May Average, Germany, DEU
20.9, 2013, Jun Average, Germany, DEU
25.7, 2013, Jul Average, Germany, DEU
24.2, 2013, Aug Average, Germany, DEU
18.0, 2013, Sep Average, Germany, DEU
15.0, 2013, Oct Average, Germany, DEU
7.3, 2013, Nov Average, Germany, DEU
6.4, 2013, Dec Average, Germany, DEU
4.6, 2014, Jan Average, Germany, DEU
8.4, 2014, Feb Average, Germany, DEU
12.4, 2014, Mar Average, Germany, DEU
16.4, 2014, Apr Average, Germany, DEU
17.6, 2014, May Average, Germany, DEU
22.0, 2014, Jun Average, Germany, DEU
24.8, 2014, Jul Average, Germany, DEU
21.2, 2014, Aug Average, Germany, DEU
20.0, 2014, Sep Average, Germany, DEU
15.9, 2014, Oct Average, Germany, DEU
9.6, 2014, Nov Average, Germany, DEU
4.8, 2014, Dec Average, Germany, DEU
4.4, 2015, Jan Average, Germany, DEU
4.4, 2015, Feb Average, Germany, DEU
10.2, 2015, Mar Average, Germany, DEU
14.8, 2015, Apr Average, Germany, DEU
17.8, 2015, May Average, Germany, DEU
21.4, 2015, Jun Average, Germany, DEU
25.4, 2015, Jul Average, Germany, DEU
26.0, 2015, Aug Average, Germany, DEU
18.2, 2015, Sep Average, Germany, DEU
12.4, 2015, Oct Average, Germany, DEU
11.0, 2015, Nov Average, Germany, DEU
9.4, 2015, Dec Average, Germany, DEU
3.6, 2016, Jan Average, Germany, DEU
6.5, 2016, Feb Average, Germany, DEU
8.3, 2016, Mar Average, Germany, DEU
13.3, 2016, Apr Average, Germany, DEU
19.2, 2016, May Average, Germany, DEU
22.2, 2016, Jun Average, Germany, DEU
24.0, 2016, Jul Average, Germany, DEU
23.8, 2016, Aug Average, Germany, DEU
22.9, 2016, Sep Average, Germany, DEU
12.1, 2016, Oct Average, Germany, DEU
7.2, 2016, Nov Average, Germany, DEU
5.3, 2016, Dec Average, Germany, DEU
1.4, 2017, Jan Average, Germany, DEU
6.4, 2017, Feb Average, Germany, DEU
12.4, 2017, Mar Average, Germany, DEU
12.8, 2017, Apr Average, Germany, DEU
19.9, 2017, May Average, Germany, DEU
23.6, 2017, Jun Average, Germany, DEU
23.4, 2017, Jul Average, Germany, DEU
23.8, 2017, Aug Average, Germany, DEU
17.7, 2017, Sep Average, Germany, DEU
15.3, 2017, Oct Average, Germany, DEU
7.8, 2017, Nov Average, Germany, DEU
4.7, 2017, Dec Average, Germany, DEU
6.0, 2018, Jan Average, Germany, DEU
1.3, 2018, Feb Average, Germany, DEU
6.7, 2018, Mar Average, Germany, DEU
18.0, 2018, Apr Average, Germany, DEU
22.1, 2018, May Average, Germany, DEU
23.3, 2018, Jun Average, Germany, DEU
26.7, 2018, Jul Average, Germany, DEU
26.1, 2018, Aug Average, Germany, DEU
21.6, 2018, Sep Average, Germany, DEU
16.3, 2018, Oct Average, Germany, DEU
8.6, 2018, Nov Average, Germany, DEU
5.9, 2018, Dec Average, Germany, DEU
2.7, 2019, Jan Average, Germany, DEU
8.3, 2019, Feb Average, Germany, DEU
11.3, 2019, Mar Average, Germany, DEU
15.8, 2019, Apr Average, Germany, DEU
16.3, 2019, May Average, Germany, DEU
24.9, 2019, Jun Average, Germany, DEU
24.9, 2019, Jul Average, Germany, DEU
25.2, 2019, Aug Average, Germany, DEU
19.8, 2019, Sep Average, Germany, DEU
15.2, 2019, Oct Average, Germany, DEU
8.1, 2019, Nov Average, Germany, DEU
6.7, 2019, Dec Average, Germany, DEU
6.7, 2020, Jan Average, Germany, DEU
8.8, 2020, Feb Average, Germany, DEU
10.2, 2020, Mar Average, Germany, DEU
17.0, 2020, Apr Average, Germany, DEU
18.2, 2020, May Average, Germany, DEU
22.3, 2020, Jun Average, Germany, DEU
23.7, 2020, Jul Average, Germany, DEU
26.2, 2020, Aug Average, Germany, DEU
21.1, 2020, Sep Average, Germany, DEU
13.9, 2020, Oct Average, Germany, DEU
10.0, 2020, Nov Average, Germany, DEU
5.3, 2020, Dec Average, Germany, DEU
