tasmin, Year, Statistics, Country, ISO3
8.2, 2001, May Average, Turkey, TUR
12.7, 2001, Jun Average, Turkey, TUR
16.6, 2001, Jul Average, Turkey, TUR
16.4, 2001, Aug Average, Turkey, TUR
12.3, 2001, Sep Average, Turkey, TUR
6.6, 2001, Oct Average, Turkey, TUR
1.5, 2001, Nov Average, Turkey, TUR
-1.3, 2001, Dec Average, Turkey, TUR
-7.1, 2002, Jan Average, Turkey, TUR
-2.1, 2002, Feb Average, Turkey, TUR
1.4, 2002, Mar Average, Turkey, TUR
4.4, 2002, Apr Average, Turkey, TUR
8.1, 2002, May Average, Turkey, TUR
12.8, 2002, Jun Average, Turkey, TUR
16.1, 2002, Jul Average, Turkey, TUR
15.2, 2002, Aug Average, Turkey, TUR
11.8, 2002, Sep Average, Turkey, TUR
7.6, 2002, Oct Average, Turkey, TUR
2.2, 2002, Nov Average, Turkey, TUR
-5.1, 2002, Dec Average, Turkey, TUR
-1.3, 2003, Jan Average, Turkey, TUR
-4.4, 2003, Feb Average, Turkey, TUR
-2.3, 2003, Mar Average, Turkey, TUR
3.7, 2003, Apr Average, Turkey, TUR
9.7, 2003, May Average, Turkey, TUR
12.7, 2003, Jun Average, Turkey, TUR
15.4, 2003, Jul Average, Turkey, TUR
15.7, 2003, Aug Average, Turkey, TUR
11.1, 2003, Sep Average, Turkey, TUR
8.2, 2003, Oct Average, Turkey, TUR
1.8, 2003, Nov Average, Turkey, TUR
-2.1, 2003, Dec Average, Turkey, TUR
-4.0, 2004, Jan Average, Turkey, TUR
-3.3, 2004, Feb Average, Turkey, TUR
0.5, 2004, Mar Average, Turkey, TUR
3.9, 2004, Apr Average, Turkey, TUR
8.2, 2004, May Average, Turkey, TUR
12.2, 2004, Jun Average, Turkey, TUR
14.8, 2004, Jul Average, Turkey, TUR
15.0, 2004, Aug Average, Turkey, TUR
11.0, 2004, Sep Average, Turkey, TUR
7.8, 2004, Oct Average, Turkey, TUR
1.9, 2004, Nov Average, Turkey, TUR
-3.4, 2004, Dec Average, Turkey, TUR
-3.7, 2005, Jan Average, Turkey, TUR
-3.8, 2005, Feb Average, Turkey, TUR
0.1, 2005, Mar Average, Turkey, TUR
4.9, 2005, Apr Average, Turkey, TUR
8.9, 2005, May Average, Turkey, TUR
11.8, 2005, Jun Average, Turkey, TUR
16.1, 2005, Jul Average, Turkey, TUR
16.2, 2005, Aug Average, Turkey, TUR
11.6, 2005, Sep Average, Turkey, TUR
6.0, 2005, Oct Average, Turkey, TUR
1.6, 2005, Nov Average, Turkey, TUR
-1.3, 2005, Dec Average, Turkey, TUR
-5.6, 2006, Jan Average, Turkey, TUR
-3.4, 2006, Feb Average, Turkey, TUR
1.0, 2006, Mar Average, Turkey, TUR
5.8, 2006, Apr Average, Turkey, TUR
8.8, 2006, May Average, Turkey, TUR
13.3, 2006, Jun Average, Turkey, TUR
15.4, 2006, Jul Average, Turkey, TUR
16.8, 2006, Aug Average, Turkey, TUR
11.7, 2006, Sep Average, Turkey, TUR
8.4, 2006, Oct Average, Turkey, TUR
0.3, 2006, Nov Average, Turkey, TUR
-4.4, 2006, Dec Average, Turkey, TUR
-5.6, 2007, Jan Average, Turkey, TUR
-3.4, 2007, Feb Average, Turkey, TUR
0.4, 2007, Mar Average, Turkey, TUR
2.8, 2007, Apr Average, Turkey, TUR
10.3, 2007, May Average, Turkey, TUR
13.6, 2007, Jun Average, Turkey, TUR
16.2, 2007, Jul Average, Turkey, TUR
16.4, 2007, Aug Average, Turkey, TUR
12.0, 2007, Sep Average, Turkey, TUR
8.3, 2007, Oct Average, Turkey, TUR
2.0, 2007, Nov Average, Turkey, TUR
-2.9, 2007, Dec Average, Turkey, TUR
-8.3, 2008, Jan Average, Turkey, TUR
-5.9, 2008, Feb Average, Turkey, TUR
2.8, 2008, Mar Average, Turkey, TUR
6.6, 2008, Apr Average, Turkey, TUR
7.8, 2008, May Average, Turkey, TUR
13.1, 2008, Jun Average, Turkey, TUR
15.7, 2008, Jul Average, Turkey, TUR
16.9, 2008, Aug Average, Turkey, TUR
12.3, 2008, Sep Average, Turkey, TUR
7.6, 2008, Oct Average, Turkey, TUR
3.0, 2008, Nov Average, Turkey, TUR
-2.9, 2008, Dec Average, Turkey, TUR
-4.0, 2009, Jan Average, Turkey, TUR
-0.8, 2009, Feb Average, Turkey, TUR
0.2, 2009, Mar Average, Turkey, TUR
3.9, 2009, Apr Average, Turkey, TUR
8.4, 2009, May Average, Turkey, TUR
12.9, 2009, Jun Average, Turkey, TUR
15.5, 2009, Jul Average, Turkey, TUR
14.3, 2009, Aug Average, Turkey, TUR
10.9, 2009, Sep Average, Turkey, TUR
8.3, 2009, Oct Average, Turkey, TUR
2.3, 2009, Nov Average, Turkey, TUR
0.8, 2009, Dec Average, Turkey, TUR
-1.3, 2010, Jan Average, Turkey, TUR
0.2, 2010, Feb Average, Turkey, TUR
2.0, 2010, Mar Average, Turkey, TUR
5.0, 2010, Apr Average, Turkey, TUR
9.3, 2010, May Average, Turkey, TUR
13.2, 2010, Jun Average, Turkey, TUR
16.4, 2010, Jul Average, Turkey, TUR
17.0, 2010, Aug Average, Turkey, TUR
13.3, 2010, Sep Average, Turkey, TUR
8.3, 2010, Oct Average, Turkey, TUR
3.7, 2010, Nov Average, Turkey, TUR
0.5, 2010, Dec Average, Turkey, TUR
-2.9, 2011, Jan Average, Turkey, TUR
-2.9, 2011, Feb Average, Turkey, TUR
-0.1, 2011, Mar Average, Turkey, TUR
4.5, 2011, Apr Average, Turkey, TUR
8.2, 2011, May Average, Turkey, TUR
12.1, 2011, Jun Average, Turkey, TUR
16.0, 2011, Jul Average, Turkey, TUR
15.4, 2011, Aug Average, Turkey, TUR
12.2, 2011, Sep Average, Turkey, TUR
5.8, 2011, Oct Average, Turkey, TUR
-1.5, 2011, Nov Average, Turkey, TUR
-2.9, 2011, Dec Average, Turkey, TUR
-4.7, 2012, Jan Average, Turkey, TUR
-6.5, 2012, Feb Average, Turkey, TUR
-2.1, 2012, Mar Average, Turkey, TUR
5.8, 2012, Apr Average, Turkey, TUR
9.5, 2012, May Average, Turkey, TUR
13.9, 2012, Jun Average, Turkey, TUR
16.6, 2012, Jul Average, Turkey, TUR
15.9, 2012, Aug Average, Turkey, TUR
12.9, 2012, Sep Average, Turkey, TUR
9.2, 2012, Oct Average, Turkey, TUR
4.6, 2012, Nov Average, Turkey, TUR
-0.7, 2012, Dec Average, Turkey, TUR
-2.9, 2013, Jan Average, Turkey, TUR
-0.7, 2013, Feb Average, Turkey, TUR
1.5, 2013, Mar Average, Turkey, TUR
5.6, 2013, Apr Average, Turkey, TUR
11.0, 2013, May Average, Turkey, TUR
12.8, 2013, Jun Average, Turkey, TUR
15.2, 2013, Jul Average, Turkey, TUR
15.6, 2013, Aug Average, Turkey, TUR
11.2, 2013, Sep Average, Turkey, TUR
4.8, 2013, Oct Average, Turkey, TUR
2.9, 2013, Nov Average, Turkey, TUR
-5.1, 2013, Dec Average, Turkey, TUR
-2.8, 2014, Jan Average, Turkey, TUR
-1.7, 2014, Feb Average, Turkey, TUR
1.7, 2014, Mar Average, Turkey, TUR
5.4, 2014, Apr Average, Turkey, TUR
9.0, 2014, May Average, Turkey, TUR
12.3, 2014, Jun Average, Turkey, TUR
15.9, 2014, Jul Average, Turkey, TUR
16.6, 2014, Aug Average, Turkey, TUR
12.2, 2014, Sep Average, Turkey, TUR
7.7, 2014, Oct Average, Turkey, TUR
2.0, 2014, Nov Average, Turkey, TUR
1.2, 2014, Dec Average, Turkey, TUR
-3.7, 2015, Jan Average, Turkey, TUR
-1.8, 2015, Feb Average, Turkey, TUR
0.9, 2015, Mar Average, Turkey, TUR
3.4, 2015, Apr Average, Turkey, TUR
8.6, 2015, May Average, Turkey, TUR
11.8, 2015, Jun Average, Turkey, TUR
15.7, 2015, Jul Average, Turkey, TUR
14.7, 2015, Aug Average, Turkey, TUR
13.7, 2015, Sep Average, Turkey, TUR
8.8, 2015, Oct Average, Turkey, TUR
2.4, 2015, Nov Average, Turkey, TUR
-3.6, 2015, Dec Average, Turkey, TUR
-4.1, 2016, Jan Average, Turkey, TUR
0.1, 2016, Feb Average, Turkey, TUR
1.6, 2016, Mar Average, Turkey, TUR
6.1, 2016, Apr Average, Turkey, TUR
8.7, 2016, May Average, Turkey, TUR
13.5, 2016, Jun Average, Turkey, TUR
15.9, 2016, Jul Average, Turkey, TUR
16.7, 2016, Aug Average, Turkey, TUR
11.5, 2016, Sep Average, Turkey, TUR
7.2, 2016, Oct Average, Turkey, TUR
0.4, 2016, Nov Average, Turkey, TUR
-4.8, 2016, Dec Average, Turkey, TUR
-6.2, 2017, Jan Average, Turkey, TUR
-4.6, 2017, Feb Average, Turkey, TUR
1.1, 2017, Mar Average, Turkey, TUR
3.9, 2017, Apr Average, Turkey, TUR
8.6, 2017, May Average, Turkey, TUR
12.9, 2017, Jun Average, Turkey, TUR
16.3, 2017, Jul Average, Turkey, TUR
16.5, 2017, Aug Average, Turkey, TUR
13.1, 2017, Sep Average, Turkey, TUR
6.6, 2017, Oct Average, Turkey, TUR
2.0, 2017, Nov Average, Turkey, TUR
-0.5, 2017, Dec Average, Turkey, TUR
-1.9, 2018, Jan Average, Turkey, TUR
0.0, 2018, Feb Average, Turkey, TUR
3.5, 2018, Mar Average, Turkey, TUR
6.3, 2018, Apr Average, Turkey, TUR
10.2, 2018, May Average, Turkey, TUR
13.0, 2018, Jun Average, Turkey, TUR
16.2, 2018, Jul Average, Turkey, TUR
16.2, 2018, Aug Average, Turkey, TUR
12.9, 2018, Sep Average, Turkey, TUR
8.4, 2018, Oct Average, Turkey, TUR
3.5, 2018, Nov Average, Turkey, TUR
-0.3, 2018, Dec Average, Turkey, TUR
-2.8, 2019, Jan Average, Turkey, TUR
-1.7, 2019, Feb Average, Turkey, TUR
0.4, 2019, Mar Average, Turkey, TUR
4.0, 2019, Apr Average, Turkey, TUR
9.6, 2019, May Average, Turkey, TUR
14.1, 2019, Jun Average, Turkey, TUR
15.0, 2019, Jul Average, Turkey, TUR
16.1, 2019, Aug Average, Turkey, TUR
12.2, 2019, Sep Average, Turkey, TUR
9.1, 2019, Oct Average, Turkey, TUR
2.8, 2019, Nov Average, Turkey, TUR
0.1, 2019, Dec Average, Turkey, TUR
-3.6, 2020, Jan Average, Turkey, TUR
-2.0, 2020, Feb Average, Turkey, TUR
2.3, 2020, Mar Average, Turkey, TUR
4.4, 2020, Apr Average, Turkey, TUR
8.7, 2020, May Average, Turkey, TUR
12.4, 2020, Jun Average, Turkey, TUR
16.5, 2020, Jul Average, Turkey, TUR
15.5, 2020, Aug Average, Turkey, TUR
14.3, 2020, Sep Average, Turkey, TUR
9.3, 2020, Oct Average, Turkey, TUR
2.2, 2020, Nov Average, Turkey, TUR
-0.1, 2020, Dec Average, Turkey, TUR
