Temperature - (Celsius), Year, Statistics, Country, ISO3
25.6, 2007, Mar Average, Australia, AUS
22.5, 2007, Apr Average, Australia, AUS
19.3, 2007, May Average, Australia, AUS
13.2, 2007, Jun Average, Australia, AUS
14.1, 2007, Jul Average, Australia, AUS
16.5, 2007, Aug Average, Australia, AUS
20.0, 2007, Sep Average, Australia, AUS
23.5, 2007, Oct Average, Australia, AUS
25.6, 2007, Nov Average, Australia, AUS
26.7, 2007, Dec Average, Australia, AUS
28.7, 2008, Jan Average, Australia, AUS
26.3, 2008, Feb Average, Australia, AUS
25.6, 2008, Mar Average, Australia, AUS
21.2, 2008, Apr Average, Australia, AUS
17.9, 2008, May Average, Australia, AUS
15.5, 2008, Jun Average, Australia, AUS
14.0, 2008, Jul Average, Australia, AUS
14.7, 2008, Aug Average, Australia, AUS
20.0, 2008, Sep Average, Australia, AUS
23.7, 2008, Oct Average, Australia, AUS
24.7, 2008, Nov Average, Australia, AUS
26.7, 2008, Dec Average, Australia, AUS
28.1, 2009, Jan Average, Australia, AUS
27.3, 2009, Feb Average, Australia, AUS
25.6, 2009, Mar Average, Australia, AUS
22.1, 2009, Apr Average, Australia, AUS
17.6, 2009, May Average, Australia, AUS
15.2, 2009, Jun Average, Australia, AUS
14.5, 2009, Jul Average, Australia, AUS
17.5, 2009, Aug Average, Australia, AUS
19.9, 2009, Sep Average, Australia, AUS
22.6, 2009, Oct Average, Australia, AUS
26.6, 2009, Nov Average, Australia, AUS
27.5, 2009, Dec Average, Australia, AUS
28.2, 2010, Jan Average, Australia, AUS
27.5, 2010, Feb Average, Australia, AUS
25.3, 2010, Mar Average, Australia, AUS
22.7, 2010, Apr Average, Australia, AUS
17.8, 2010, May Average, Australia, AUS
14.7, 2010, Jun Average, Australia, AUS
14.4, 2010, Jul Average, Australia, AUS
15.3, 2010, Aug Average, Australia, AUS
18.6, 2010, Sep Average, Australia, AUS
21.7, 2010, Oct Average, Australia, AUS
24.4, 2010, Nov Average, Australia, AUS
26.1, 2010, Dec Average, Australia, AUS
28.3, 2011, Jan Average, Australia, AUS
26.6, 2011, Feb Average, Australia, AUS
24.1, 2011, Mar Average, Australia, AUS
21.3, 2011, Apr Average, Australia, AUS
16.6, 2011, May Average, Australia, AUS
14.3, 2011, Jun Average, Australia, AUS
14.5, 2011, Jul Average, Australia, AUS
16.7, 2011, Aug Average, Australia, AUS
19.1, 2011, Sep Average, Australia, AUS
22.8, 2011, Oct Average, Australia, AUS
25.4, 2011, Nov Average, Australia, AUS
26.5, 2011, Dec Average, Australia, AUS
27.9, 2012, Jan Average, Australia, AUS
26.7, 2012, Feb Average, Australia, AUS
24.3, 2012, Mar Average, Australia, AUS
21.9, 2012, Apr Average, Australia, AUS
17.3, 2012, May Average, Australia, AUS
14.4, 2012, Jun Average, Australia, AUS
13.6, 2012, Jul Average, Australia, AUS
16.0, 2012, Aug Average, Australia, AUS
20.0, 2012, Sep Average, Australia, AUS
23.2, 2012, Oct Average, Australia, AUS
26.4, 2012, Nov Average, Australia, AUS
28.0, 2012, Dec Average, Australia, AUS
29.4, 2013, Jan Average, Australia, AUS
27.8, 2013, Feb Average, Australia, AUS
26.0, 2013, Mar Average, Australia, AUS
22.9, 2013, Apr Average, Australia, AUS
18.8, 2013, May Average, Australia, AUS
15.5, 2013, Jun Average, Australia, AUS
15.3, 2013, Jul Average, Australia, AUS
17.3, 2013, Aug Average, Australia, AUS
21.3, 2013, Sep Average, Australia, AUS
23.8, 2013, Oct Average, Australia, AUS
25.6, 2013, Nov Average, Australia, AUS
27.5, 2013, Dec Average, Australia, AUS
28.8, 2014, Jan Average, Australia, AUS
27.3, 2014, Feb Average, Australia, AUS
26.2, 2014, Mar Average, Australia, AUS
22.9, 2014, Apr Average, Australia, AUS
19.5, 2014, May Average, Australia, AUS
15.3, 2014, Jun Average, Australia, AUS
14.4, 2014, Jul Average, Australia, AUS
15.9, 2014, Aug Average, Australia, AUS
20.1, 2014, Sep Average, Australia, AUS
24.3, 2014, Oct Average, Australia, AUS
26.8, 2014, Nov Average, Australia, AUS
27.8, 2014, Dec Average, Australia, AUS
27.8, 2015, Jan Average, Australia, AUS
28.8, 2015, Feb Average, Australia, AUS
26.0, 2015, Mar Average, Australia, AUS
21.2, 2015, Apr Average, Australia, AUS
17.7, 2015, May Average, Australia, AUS
16.1, 2015, Jun Average, Australia, AUS
14.4, 2015, Jul Average, Australia, AUS
16.3, 2015, Aug Average, Australia, AUS
19.2, 2015, Sep Average, Australia, AUS
24.6, 2015, Oct Average, Australia, AUS
26.9, 2015, Nov Average, Australia, AUS
27.9, 2015, Dec Average, Australia, AUS
28.3, 2016, Jan Average, Australia, AUS
28.2, 2016, Feb Average, Australia, AUS
26.9, 2016, Mar Average, Australia, AUS
23.7, 2016, Apr Average, Australia, AUS
19.6, 2016, May Average, Australia, AUS
16.0, 2016, Jun Average, Australia, AUS
14.8, 2016, Jul Average, Australia, AUS
16.1, 2016, Aug Average, Australia, AUS
18.8, 2016, Sep Average, Australia, AUS
22.0, 2016, Oct Average, Australia, AUS
25.7, 2016, Nov Average, Australia, AUS
27.5, 2016, Dec Average, Australia, AUS
28.5, 2017, Jan Average, Australia, AUS
27.7, 2017, Feb Average, Australia, AUS
26.8, 2017, Mar Average, Australia, AUS
21.9, 2017, Apr Average, Australia, AUS
18.5, 2017, May Average, Australia, AUS
15.2, 2017, Jun Average, Australia, AUS
15.5, 2017, Jul Average, Australia, AUS
16.7, 2017, Aug Average, Australia, AUS
20.1, 2017, Sep Average, Australia, AUS
23.8, 2017, Oct Average, Australia, AUS
25.8, 2017, Nov Average, Australia, AUS
28.0, 2017, Dec Average, Australia, AUS
29.0, 2018, Jan Average, Australia, AUS
27.9, 2018, Feb Average, Australia, AUS
26.2, 2018, Mar Average, Australia, AUS
23.8, 2018, Apr Average, Australia, AUS
18.1, 2018, May Average, Australia, AUS
15.1, 2018, Jun Average, Australia, AUS
15.1, 2018, Jul Average, Australia, AUS
15.7, 2018, Aug Average, Australia, AUS
19.4, 2018, Sep Average, Australia, AUS
24.1, 2018, Oct Average, Australia, AUS
25.7, 2018, Nov Average, Australia, AUS
28.6, 2018, Dec Average, Australia, AUS
29.9, 2019, Jan Average, Australia, AUS
28.1, 2019, Feb Average, Australia, AUS
26.9, 2019, Mar Average, Australia, AUS
22.8, 2019, Apr Average, Australia, AUS
18.3, 2019, May Average, Australia, AUS
15.0, 2019, Jun Average, Australia, AUS
15.4, 2019, Jul Average, Australia, AUS
15.9, 2019, Aug Average, Australia, AUS
19.8, 2019, Sep Average, Australia, AUS
24.3, 2019, Oct Average, Australia, AUS
26.0, 2019, Nov Average, Australia, AUS
29.6, 2019, Dec Average, Australia, AUS
28.9, 2020, Jan Average, Australia, AUS
28.0, 2020, Feb Average, Australia, AUS
25.9, 2020, Mar Average, Australia, AUS
23.3, 2020, Apr Average, Australia, AUS
17.2, 2020, May Average, Australia, AUS
15.8, 2020, Jun Average, Australia, AUS
14.8, 2020, Jul Average, Australia, AUS
16.8, 2020, Aug Average, Australia, AUS
21.1, 2020, Sep Average, Australia, AUS
23.3, 2020, Oct Average, Australia, AUS
27.2, 2020, Nov Average, Australia, AUS
27.1, 2020, Dec Average, Australia, AUS
