month,rainfall_mm,year,country,iso3,season
Oct,306.9,1975,Indonesia,IDN,autumn
Nov,285.9,1975,Indonesia,IDN,autumn
Dec,294.6,1975,Indonesia,IDN,winter
Jan,248.1,1976,Indonesia,IDN,winter
Feb,205.3,1976,Indonesia,IDN,winter
Mar,286.3,1976,Indonesia,IDN,spring
Apr,247.9,1976,Indonesia,IDN,spring
May,207.7,1976,Indonesia,IDN,spring
Jun,168.1,1976,Indonesia,IDN,summer
Jul,146.1,1976,Indonesia,IDN,summer
Aug,145.9,1976,Indonesia,IDN,summer
Sep,125.0,1976,Indonesia,IDN,autumn
Oct,246.6,1976,Indonesia,IDN,autumn
Nov,305.9,1976,Indonesia,IDN,autumn
Dec,264.5,1976,Indonesia,IDN,winter
Jan,263.3,1977,Indonesia,IDN,winter
Feb,322.1,1977,Indonesia,IDN,winter
Mar,261.7,1977,Indonesia,IDN,spring
Apr,297.2,1977,Indonesia,IDN,spring
May,229.4,1977,Indonesia,IDN,spring
Jun,210.0,1977,Indonesia,IDN,summer
Jul,161.2,1977,Indonesia,IDN,summer
Aug,192.6,1977,Indonesia,IDN,summer
Sep,136.7,1977,Indonesia,IDN,autumn
Oct,191.7,1977,Indonesia,IDN,autumn
Nov,242.1,1977,Indonesia,IDN,autumn
Dec,291.0,1977,Indonesia,IDN,winter
Jan,275.4,1978,Indonesia,IDN,winter
Feb,221.2,1978,Indonesia,IDN,winter
Mar,328.3,1978,Indonesia,IDN,spring
Apr,255.6,1978,Indonesia,IDN,spring
May,254.0,1978,Indonesia,IDN,spring
Jun,216.9,1978,Indonesia,IDN,summer
Jul,216.6,1978,Indonesia,IDN,summer
Aug,199.8,1978,Indonesia,IDN,summer
Sep,239.4,1978,Indonesia,IDN,autumn
Oct,233.1,1978,Indonesia,IDN,autumn
Nov,254.5,1978,Indonesia,IDN,autumn
Dec,317.3,1978,Indonesia,IDN,winter
Jan,228.3,1979,Indonesia,IDN,winter
Feb,229.4,1979,Indonesia,IDN,winter
Mar,257.6,1979,Indonesia,IDN,spring
Apr,271.1,1979,Indonesia,IDN,spring
May,259.2,1979,Indonesia,IDN,spring
Jun,234.8,1979,Indonesia,IDN,summer
Jul,165.0,1979,Indonesia,IDN,summer
Aug,128.4,1979,Indonesia,IDN,summer
Sep,188.7,1979,Indonesia,IDN,autumn
Oct,197.7,1979,Indonesia,IDN,autumn
Nov,294.9,1979,Indonesia,IDN,autumn
Dec,268.6,1979,Indonesia,IDN,winter
Jan,260.1,1980,Indonesia,IDN,winter
Feb,240.4,1980,Indonesia,IDN,winter
Mar,247.5,1980,Indonesia,IDN,spring
Apr,310.2,1980,Indonesia,IDN,spring
May,260.1,1980,Indonesia,IDN,spring
Jun,194.8,1980,Indonesia,IDN,summer
Jul,154.4,1980,Indonesia,IDN,summer
Aug,195.4,1980,Indonesia,IDN,summer
Sep,148.2,1980,Indonesia,IDN,autumn
Oct,209.2,1980,Indonesia,IDN,autumn
Nov,268.7,1980,Indonesia,IDN,autumn
Dec,300.6,1980,Indonesia,IDN,winter
Jan,254.8,1981,Indonesia,IDN,winter
