month,rainfall_mm,year,country,iso3,season
Feb,13.6,1983,Philippines,PHL,winter
Mar,31.1,1983,Philippines,PHL,spring
Apr,14.5,1983,Philippines,PHL,spring
May,63.3,1983,Philippines,PHL,spring
Jun,154.4,1983,Philippines,PHL,summer
Jul,337.8,1983,Philippines,PHL,summer
Aug,322.7,1983,Philippines,PHL,summer
Sep,316.2,1983,Philippines,PHL,autumn
Oct,304.8,1983,Philippines,PHL,autumn
Nov,183.7,1983,Philippines,PHL,autumn
Dec,156.5,1983,Philippines,PHL,winter
Jan,143.4,1984,Philippines,PHL,winter
Feb,106.0,1984,Philippines,PHL,winter
Mar,104.9,1984,Philippines,PHL,spring
Apr,136.2,1984,Philippines,PHL,spring
May,192.4,1984,Philippines,PHL,spring
Jun,327.6,1984,Philippines,PHL,summer
Jul,269.8,1984,Philippines,PHL,summer
Aug,284.2,1984,Philippines,PHL,summer
Sep,361.3,1984,Philippines,PHL,autumn
Oct,300.7,1984,Philippines,PHL,autumn
Nov,176.4,1984,Philippines,PHL,autumn
Dec,137.4,1984,Philippines,PHL,winter
Jan,125.9,1985,Philippines,PHL,winter
Feb,70.5,1985,Philippines,PHL,winter
Mar,71.9,1985,Philippines,PHL,spring
Apr,177.6,1985,Philippines,PHL,spring
May,182.5,1985,Philippines,PHL,spring
Jun,296.0,1985,Philippines,PHL,summer
Jul,370.0,1985,Philippines,PHL,summer
Aug,169.5,1985,Philippines,PHL,summer
Sep,334.1,1985,Philippines,PHL,autumn
Oct,369.6,1985,Philippines,PHL,autumn
Nov,199.1,1985,Philippines,PHL,autumn
Dec,141.6,1985,Philippines,PHL,winter
Jan,192.6,1986,Philippines,PHL,winter
Feb,71.0,1986,Philippines,PHL,winter
Mar,72.4,1986,Philippines,PHL,spring
Apr,85.0,1986,Philippines,PHL,spring
May,158.8,1986,Philippines,PHL,spring
Jun,207.3,1986,Philippines,PHL,summer
Jul,457.9,1986,Philippines,PHL,summer
Aug,353.4,1986,Philippines,PHL,summer
Sep,371.7,1986,Philippines,PHL,autumn
Oct,344.0,1986,Philippines,PHL,autumn
Nov,268.0,1986,Philippines,PHL,autumn
Dec,109.8,1986,Philippines,PHL,winter
Jan,60.9,1987,Philippines,PHL,winter
Feb,64.5,1987,Philippines,PHL,winter
Mar,32.4,1987,Philippines,PHL,spring
Apr,23.2,1987,Philippines,PHL,spring
May,82.5,1987,Philippines,PHL,spring
Jun,193.3,1987,Philippines,PHL,summer
Jul,229.3,1987,Philippines,PHL,summer
Aug,319.5,1987,Philippines,PHL,summer
Sep,204.5,1987,Philippines,PHL,autumn
Oct,239.8,1987,Philippines,PHL,autumn
Nov,229.5,1987,Philippines,PHL,autumn
Dec,194.2,1987,Philippines,PHL,winter
Jan,95.1,1988,Philippines,PHL,winter
Feb,103.9,1988,Philippines,PHL,winter
Mar,59.7,1988,Philippines,PHL,spring
Apr,132.6,1988,Philippines,PHL,spring
May,172.2,1988,Philippines,PHL,spring
Jun,257.8,1988,Philippines,PHL,summer
Jul,260.9,1988,Philippines,PHL,summer
Aug,223.9,1988,Philippines,PHL,summer
Sep,261.7,1988,Philippines,PHL,autumn
Oct,441.1,1988,Philippines,PHL,autumn
Nov,319.9,1988,Philippines,PHL,autumn
Dec,137.3,1988,Philippines,PHL,winter
Jan,171.9,1989,Philippines,PHL,winter
Feb,130.6,1989,Philippines,PHL,winter
Mar,165.6,1989,Philippines,PHL,spring
Apr,109.0,1989,Philippines,PHL,spring
May,272.7,1989,Philippines,PHL,spring
Jun,269.1,1989,Philippines,PHL,summer
Jul,294.5,1989,Philippines,PHL,summer
Aug,351.9,1989,Philippines,PHL,summer
Sep,287.5,1989,Philippines,PHL,autumn
Oct,245.9,1989,Philippines,PHL,autumn
Nov,151.9,1989,Philippines,PHL,autumn
Dec,78.4,1989,Philippines,PHL,winter
Jan,84.1,1990,Philippines,PHL,winter
Feb,28.5,1990,Philippines,PHL,winter
Mar,44.6,1990,Philippines,PHL,spring
Apr,55.4,1990,Philippines,PHL,spring
May,263.3,1990,Philippines,PHL,spring
Jun,320.7,1990,Philippines,PHL,summer
Jul,274.8,1990,Philippines,PHL,summer
Aug,353.6,1990,Philippines,PHL,summer
Sep,307.0,1990,Philippines,PHL,autumn
Oct,241.9,1990,Philippines,PHL,autumn
Nov,281.9,1990,Philippines,PHL,autumn
Dec,126.6,1990,Philippines,PHL,winter
Jan,78.8,1991,Philippines,PHL,winter
Feb,75.1,1991,Philippines,PHL,winter
Mar,77.1,1991,Philippines,PHL,spring
Apr,95.4,1991,Philippines,PHL,spring
May,122.1,1991,Philippines,PHL,spring
Jun,209.6,1991,Philippines,PHL,summer
Jul,323.3,1991,Philippines,PHL,summer
Aug,338.4,1991,Philippines,PHL,summer
Sep,181.0,1991,Philippines,PHL,autumn
Oct,209.2,1991,Philippines,PHL,autumn
Nov,170.0,1991,Philippines,PHL,autumn
Dec,88.9,1991,Philippines,PHL,winter
Jan,61.2,1992,Philippines,PHL,winter
Feb,35.9,1992,Philippines,PHL,winter
Mar,20.7,1992,Philippines,PHL,spring
Apr,33.5,1992,Philippines,PHL,spring
May,111.3,1992,Philippines,PHL,spring
Jun,217.3,1992,Philippines,PHL,summer
Jul,323.3,1992,Philippines,PHL,summer
Aug,307.1,1992,Philippines,PHL,summer
Sep,294.7,1992,Philippines,PHL,autumn
Oct,255.7,1992,Philippines,PHL,autumn
Nov,149.4,1992,Philippines,PHL,autumn
Dec,110.6,1992,Philippines,PHL,winter
Jan,68.0,1993,Philippines,PHL,winter
Feb,98.6,1993,Philippines,PHL,winter
Mar,62.9,1993,Philippines,PHL,spring
Apr,76.5,1993,Philippines,PHL,spring
May,64.7,1993,Philippines,PHL,spring
Jun,153.2,1993,Philippines,PHL,summer
Jul,275.5,1993,Philippines,PHL,summer
Aug,300.2,1993,Philippines,PHL,summer
Sep,241.0,1993,Philippines,PHL,autumn
Oct,313.1,1993,Philippines,PHL,autumn
Nov,264.7,1993,Philippines,PHL,autumn
Dec,265.2,1993,Philippines,PHL,winter
Jan,128.3,1994,Philippines,PHL,winter
Feb,73.2,1994,Philippines,PHL,winter
Mar,97.4,1994,Philippines,PHL,spring
Apr,128.0,1994,Philippines,PHL,spring
May,173.5,1994,Philippines,PHL,spring
Jun,352.6,1994,Philippines,PHL,summer
Jul,270.5,1994,Philippines,PHL,summer
Aug,281.9,1994,Philippines,PHL,summer
Sep,268.1,1994,Philippines,PHL,autumn
Oct,116.4,1994,Philippines,PHL,autumn
Nov,85.7,1994,Philippines,PHL,autumn
Dec,139.6,1994,Philippines,PHL,winter
Jan,99.9,1995,Philippines,PHL,winter
Feb,64.2,1995,Philippines,PHL,winter
Mar,61.5,1995,Philippines,PHL,spring
Apr,44.0,1995,Philippines,PHL,spring
May,145.0,1995,Philippines,PHL,spring
Jun,232.1,1995,Philippines,PHL,summer
Jul,314.3,1995,Philippines,PHL,summer
Aug,328.2,1995,Philippines,PHL,summer
Sep,385.3,1995,Philippines,PHL,autumn
Oct,300.6,1995,Philippines,PHL,autumn
Nov,256.5,1995,Philippines,PHL,autumn
Dec,297.3,1995,Philippines,PHL,winter
Jan,169.1,1996,Philippines,PHL,winter
Feb,101.6,1996,Philippines,PHL,winter
Mar,80.3,1996,Philippines,PHL,spring
Apr,150.0,1996,Philippines,PHL,spring
May,169.3,1996,Philippines,PHL,spring
Jun,234.8,1996,Philippines,PHL,summer
Jul,241.0,1996,Philippines,PHL,summer
Aug,261.9,1996,Philippines,PHL,summer
Sep,277.0,1996,Philippines,PHL,autumn
Oct,255.8,1996,Philippines,PHL,autumn
Nov,338.3,1996,Philippines,PHL,autumn
Dec,124.9,1996,Philippines,PHL,winter
Jan,134.9,1997,Philippines,PHL,winter
Feb,123.1,1997,Philippines,PHL,winter
Mar,86.2,1997,Philippines,PHL,spring
Apr,69.2,1997,Philippines,PHL,spring
May,236.1,1997,Philippines,PHL,spring
Jun,156.9,1997,Philippines,PHL,summer
Jul,310.3,1997,Philippines,PHL,summer
Aug,243.1,1997,Philippines,PHL,summer
Sep,213.4,1997,Philippines,PHL,autumn
Oct,230.5,1997,Philippines,PHL,autumn
Nov,101.0,1997,Philippines,PHL,autumn
Dec,76.2,1997,Philippines,PHL,winter
Jan,38.6,1998,Philippines,PHL,winter
Feb,19.9,1998,Philippines,PHL,winter
Mar,27.2,1998,Philippines,PHL,spring
Apr,31.7,1998,Philippines,PHL,spring
May,145.7,1998,Philippines,PHL,spring
Jun,178.5,1998,Philippines,PHL,summer
Jul,143.2,1998,Philippines,PHL,summer
Aug,292.9,1998,Philippines,PHL,summer
Sep,223.9,1998,Philippines,PHL,autumn
Oct,373.8,1998,Philippines,PHL,autumn
Nov,365.7,1998,Philippines,PHL,autumn
Dec,261.8,1998,Philippines,PHL,winter
Jan,232.0,1999,Philippines,PHL,winter
Feb,127.4,1999,Philippines,PHL,winter
Mar,229.5,1999,Philippines,PHL,spring
Apr,208.5,1999,Philippines,PHL,spring
May,200.1,1999,Philippines,PHL,spring
Jun,289.6,1999,Philippines,PHL,summer
Jul,255.4,1999,Philippines,PHL,summer
Aug,403.8,1999,Philippines,PHL,summer
Sep,305.0,1999,Philippines,PHL,autumn
Oct,327.7,1999,Philippines,PHL,autumn
