month,rainfall_mm,year,country,iso3,season
Sep,30.2,1992,Australia,AUS,spring
Oct,29.6,1992,Australia,AUS,spring
Nov,32.7,1992,Australia,AUS,spring
Dec,59.6,1992,Australia,AUS,summer
Jan,86.7,1993,Australia,AUS,summer
Feb,101.8,1993,Australia,AUS,summer
Mar,30.7,1993,Australia,AUS,autumn
Apr,10.2,1993,Australia,AUS,autumn
May,31.7,1993,Australia,AUS,autumn
Jun,25.6,1993,Australia,AUS,winter
Jul,30.8,1993,Australia,AUS,winter
Aug,21.0,1993,Australia,AUS,winter
Sep,26.9,1993,Australia,AUS,spring
Oct,29.9,1993,Australia,AUS,spring
Nov,33.9,1993,Australia,AUS,spring
Dec,64.2,1993,Australia,AUS,summer
Jan,44.2,1994,Australia,AUS,summer
Feb,100.8,1994,Australia,AUS,summer
Mar,50.2,1994,Australia,AUS,autumn
Apr,10.4,1994,Australia,AUS,autumn
May,12.6,1994,Australia,AUS,autumn
Jun,18.4,1994,Australia,AUS,winter
Jul,9.4,1994,Australia,AUS,winter
Aug,9.8,1994,Australia,AUS,winter
Sep,7.7,1994,Australia,AUS,spring
Oct,14.2,1994,Australia,AUS,spring
Nov,25.4,1994,Australia,AUS,spring
Dec,45.2,1994,Australia,AUS,summer
Jan,104.0,1995,Australia,AUS,summer
Feb,94.6,1995,Australia,AUS,summer
Mar,55.6,1995,Australia,AUS,autumn
Apr,26.9,1995,Australia,AUS,autumn
May,32.5,1995,Australia,AUS,autumn
Jun,27.7,1995,Australia,AUS,winter
Jul,23.6,1995,Australia,AUS,winter
Aug,10.7,1995,Australia,AUS,winter
Sep,18.6,1995,Australia,AUS,spring
Oct,28.6,1995,Australia,AUS,spring
Nov,41.8,1995,Australia,AUS,spring
Dec,55.2,1995,Australia,AUS,summer
Jan,75.6,1996,Australia,AUS,summer
Feb,44.3,1996,Australia,AUS,summer
Mar,61.5,1996,Australia,AUS,autumn
Apr,36.7,1996,Australia,AUS,autumn
May,22.2,1996,Australia,AUS,autumn
Jun,28.5,1996,Australia,AUS,winter
Jul,38.1,1996,Australia,AUS,winter
Aug,24.4,1996,Australia,AUS,winter
Sep,24.0,1996,Australia,AUS,spring
Oct,26.5,1996,Australia,AUS,spring
Nov,23.0,1996,Australia,AUS,spring
Dec,68.5,1996,Australia,AUS,summer
Jan,113.8,1997,Australia,AUS,summer
Feb,112.0,1997,Australia,AUS,summer
Mar,43.9,1997,Australia,AUS,autumn
Apr,12.8,1997,Australia,AUS,autumn
May,40.6,1997,Australia,AUS,autumn
Jun,14.3,1997,Australia,AUS,winter
Jul,13.0,1997,Australia,AUS,winter
Aug,19.0,1997,Australia,AUS,winter
Sep,27.7,1997,Australia,AUS,spring
Oct,22.6,1997,Australia,AUS,spring
Nov,29.3,1997,Australia,AUS,spring
Dec,70.2,1997,Australia,AUS,summer
Jan,77.5,1998,Australia,AUS,summer
Feb,68.7,1998,Australia,AUS,summer
Mar,39.6,1998,Australia,AUS,autumn
Apr,49.2,1998,Australia,AUS,autumn
May,24.8,1998,Australia,AUS,autumn
Jun,35.9,1998,Australia,AUS,winter
Jul,40.2,1998,Australia,AUS,winter
Aug,28.6,1998,Australia,AUS,winter
Sep,32.8,1998,Australia,AUS,spring
Oct,30.8,1998,Australia,AUS,spring
Nov,51.7,1998,Australia,AUS,spring
Dec,60.9,1998,Australia,AUS,summer
Jan,81.5,1999,Australia,AUS,summer
Feb,96.1,1999,Australia,AUS,summer
Mar,84.6,1999,Australia,AUS,autumn
Apr,34.4,1999,Australia,AUS,autumn
May,25.3,1999,Australia,AUS,autumn
Jun,20.3,1999,Australia,AUS,winter
Jul,19.4,1999,Australia,AUS,winter
Aug,16.7,1999,Australia,AUS,winter
Sep,14.3,1999,Australia,AUS,spring
Oct,38.8,1999,Australia,AUS,spring
Nov,54.3,1999,Australia,AUS,spring
Dec,81.4,1999,Australia,AUS,summer
Jan,74.0,2000,Australia,AUS,summer
Feb,141.8,2000,Australia,AUS,summer
Mar,93.0,2000,Australia,AUS,autumn
Apr,66.0,2000,Australia,AUS,autumn
May,23.5,2000,Australia,AUS,autumn
Jun,17.0,2000,Australia,AUS,winter
Jul,15.8,2000,Australia,AUS,winter
Aug,18.9,2000,Australia,AUS,winter
Sep,11.8,2000,Australia,AUS,spring
Oct,43.5,2000,Australia,AUS,spring
Nov,61.2,2000,Australia,AUS,spring
Dec,73.0,2000,Australia,AUS,summer
Jan,65.0,2001,Australia,AUS,summer
Feb,107.5,2001,Australia,AUS,summer
Mar,76.0,2001,Australia,AUS,autumn
Apr,17.5,2001,Australia,AUS,autumn
May,16.2,2001,Australia,AUS,autumn
Jun,23.9,2001,Australia,AUS,winter
Jul,22.7,2001,Australia,AUS,winter
Aug,14.8,2001,Australia,AUS,winter
Sep,17.8,2001,Australia,AUS,spring
Oct,35.7,2001,Australia,AUS,spring
Nov,45.9,2001,Australia,AUS,spring
Dec,49.2,2001,Australia,AUS,summer
Jan,62.5,2002,Australia,AUS,summer
Feb,101.5,2002,Australia,AUS,summer
Mar,26.4,2002,Australia,AUS,autumn
Apr,14.5,2002,Australia,AUS,autumn
May,12.7,2002,Australia,AUS,autumn
Jun,17.2,2002,Australia,AUS,winter
Jul,9.1,2002,Australia,AUS,winter
Aug,13.3,2002,Australia,AUS,winter
Sep,11.8,2002,Australia,AUS,spring
Oct,8.1,2002,Australia,AUS,spring
Nov,24.5,2002,Australia,AUS,spring
Dec,36.6,2002,Australia,AUS,summer
Jan,66.3,2003,Australia,AUS,summer
Feb,113.7,2003,Australia,AUS,summer
Mar,41.8,2003,Australia,AUS,autumn
Apr,28.0,2003,Australia,AUS,autumn
May,17.4,2003,Australia,AUS,autumn
Jun,21.5,2003,Australia,AUS,winter
Jul,16.3,2003,Australia,AUS,winter
Aug,29.1,2003,Australia,AUS,winter
Sep,13.5,2003,Australia,AUS,spring
Oct,21.6,2003,Australia,AUS,spring
Nov,28.4,2003,Australia,AUS,spring
Dec,63.0,2003,Australia,AUS,summer
Jan,93.9,2004,Australia,AUS,summer
Feb,103.9,2004,Australia,AUS,summer
Mar,59.5,2004,Australia,AUS,autumn
Apr,24.2,2004,Australia,AUS,autumn
May,30.9,2004,Australia,AUS,autumn
Jun,20.6,2004,Australia,AUS,winter
Jul,17.8,2004,Australia,AUS,winter
Aug,17.6,2004,Australia,AUS,winter
Sep,15.0,2004,Australia,AUS,spring
Oct,17.2,2004,Australia,AUS,spring
Nov,32.8,2004,Australia,AUS,spring
Dec,55.3,2004,Australia,AUS,summer
Jan,66.1,2005,Australia,AUS,summer
Feb,39.9,2005,Australia,AUS,summer
Mar,35.4,2005,Australia,AUS,autumn
Apr,11.6,2005,Australia,AUS,autumn
May,19.9,2005,Australia,AUS,autumn
Jun,40.3,2005,Australia,AUS,winter
Jul,20.9,2005,Australia,AUS,winter
Aug,21.1,2005,Australia,AUS,winter
Sep,22.0,2005,Australia,AUS,spring
Oct,36.1,2005,Australia,AUS,spring
Nov,37.1,2005,Australia,AUS,spring
Dec,50.7,2005,Australia,AUS,summer
Jan,116.7,2006,Australia,AUS,summer
Feb,54.4,2006,Australia,AUS,summer
Mar,85.6,2006,Australia,AUS,autumn
Apr,52.7,2006,Australia,AUS,autumn
May,11.6,2006,Australia,AUS,autumn
Jun,15.5,2006,Australia,AUS,winter
Jul,25.4,2006,Australia,AUS,winter
Aug,8.4,2006,Australia,AUS,winter
Sep,14.2,2006,Australia,AUS,spring
Oct,8.1,2006,Australia,AUS,spring
Nov,19.6,2006,Australia,AUS,spring
Dec,39.9,2006,Australia,AUS,summer
Jan,104.2,2007,Australia,AUS,summer
Feb,53.2,2007,Australia,AUS,summer
Mar,77.7,2007,Australia,AUS,autumn
Apr,18.8,2007,Australia,AUS,autumn
May,22.8,2007,Australia,AUS,autumn
Jun,29.0,2007,Australia,AUS,winter
Jul,14.2,2007,Australia,AUS,winter
Aug,14.3,2007,Australia,AUS,winter
Sep,9.6,2007,Australia,AUS,spring
Oct,18.9,2007,Australia,AUS,spring
Nov,36.4,2007,Australia,AUS,spring
Dec,68.2,2007,Australia,AUS,summer
Jan,71.3,2008,Australia,AUS,summer
Feb,109.6,2008,Australia,AUS,summer
Mar,36.0,2008,Australia,AUS,autumn
